6/3/2020 "Water Main Replacement: Area Bounded By Camelback Road from 26th to 40th Streets, 36th Street from Campbell Avenue to Colter Street, and 40th Street from Hazelwood Street to Camelback Road - Construction Manager at Risk Construction Services - WS85509055 (Ordinance S-46662)" infrastructure
6/3/2020 "Agreement with Valley Metro Rail, Inc. for South Central Light Rail Train Extension Project Utility Relocation Services - WS85500330 and WS90500224 (Ordinance S-46661)" infrastructure
6/3/2020 "Sanitary Sewer and Storm Drain Cleaning and Inspection Services Contract (Ordinance S-46660)" infrastructure
6/3/2020 "Fiscal Year 2020-21 Neighborhood Services Department Infrastructure and Enhancement Programs (Ordinance S-46659)" infrastructure
6/3/2020 "Edison Park Activity Hub - Design-Bid-Build Services - 8640600010 (Ordinance S-46658)" infrastructure
6/3/2020 "2020-24 Consolidated Plan, 2020-21 Annual Action Plan and Analysis of Impediments to Fair Housing Choice Study - Submission to HUD (Ordinance S-46657)" welfare
6/3/2020 "Fiscal Year 2020-21 Neighborhood Services Department Housing Rehabilitation Programs (Ordinance S-46656)" welfare
6/3/2020 "Abandonment of Right-of-Way - V190004A - Southwest Corner of Jomax Road and 19th Avenue (Resolution 21831)" infrastructure
6/3/2020 "Remote Telemetry Units Replacement - Phase 6 - Engineering Services - WS85100031 (Ordinance S-46655)" infrastructure
6/3/2020 "(CONTINUED FROM MARCH 18, 2020) - Modification of Stipulation Request for Ratification of Feb. 19, 2020 Planning Hearing Officer Action - Z-180-04-7 - Southwest Corner of the 65th Avenue and South Mountain Avenue Alignments" infrastructure
"Not Available" "Acquisition of Real Property for Cave Creek Road and Contention Mine Road Widening Project (Ordinance S-46654)" infrastructure
"Not Available" "Val Vista Transmission Main Rehabilitation 2018 - Construction Manager at Risk Construction Services - WS85500438 (Ordinance S-46653)" infrastructure
6/3/2020 "International Public Safety Data Institute" law
6/3/2020 "Arizona Department of Environmental Quality" infrastructure
6/3/2020 "Arizona Department of Health Services" welfare
6/3/2020 "Final Plat - Norterra PUD Parcel 21 - 190092 - Southwest Corner of Jomax Road and 19th Avenue" infrastructure
6/3/2020 "Final Plat - Norterra PUD Parcel 20 - 190057 - Southwest Corner of Jomax Road and 19th Avenue" infrastructure
6/3/2020 "Trailer-Mounted Water Pumps - Contract Recommendation (Ordinance S-46652)" infrastructure
6/3/2020 "Adoption of the Tentative 2020-21 Reappropriated Funds Budget (Ordinance S-46651)" "foreign policy"
6/3/2020 "Adoption of the Tentative 2020-21 Annual Budget (Ordinance S-46650)" economy
6/3/2020 "Public Hearing on Adoption of the Tentative 2020-21 Annual Budget Ordinances" government
"Not Available" "Intelligent Transportation System Devices and Communication Equipment - Maricopa County Department of Transportation Cooperative Contract - 180252-C (Ordinance S-46649)" infrastructure
6/3/2020 "Electronic Patient Care Reporting (ePCR) System - Requirements Contract EXC 20-046 (Ordinance S-46648)" welfare
6/3/2020 "For Transmittal, Minutes of the Policy Session Meeting on April 23, 2020" infrastructure
6/3/2020 "For Transmittal, Minutes of the Policy Session Meeting on April 21, 2020" infrastructure
"Not Available" "Review and Implementation Ad Hoc Committee Monthly Report - May 2020" government
"Not Available" "City Update on COVID-19 and the Coronavirus Aid, Relief and Economic Security Act" welfare
"Not Available" "Update on City's Response Efforts to COVID-19" welfare
"Not Available" "Community Budget Questions April 20 - May 19, 2020" infrastructure
"Not Available" "Efforts to Address Domestic Violence and Human Trafficking" law
"Not Available" "City Services Update" infrastructure
"Not Available" "Phoenix Heritage Commission Recommendation for Naming Shared Use Path" environment
6/2/2020 "Update on Bus Operator Shield Procurement" infrastructure
"Not Available" "2018 Greenhouse Gas Emissions and Climate Update" infrastructure
"Not Available" "Contract Change Order with Regional Public Transportation Authority for Purchase of Fixed Route Transit Service for Fiscal Year 2020-21" infrastructure
"Not Available" "Contract Change Orders for Jurisdictional Bus Service Revenue Agreements" infrastructure
"Not Available" "Enter into Agreement with Valley Metro Rail for Operational Costs for Light Rail Services" infrastructure
"Not Available" "United Parcel Services, Inc. Ground Lease for Exclusive-Use Ramp Space at Phoenix Sky Harbor International Airport" infrastructure
"Not Available" "United Parcel Service, Inc. Ground Lease within the East Tonto Lot at Phoenix Sky Harbor International Airport" infrastructure
"Not Available" "Amendment to Lease 123530 with Oxford Electronics, Inc. at Phoenix Sky Harbor International Airport" infrastructure
"Not Available" "For Approval or Correction, the Minutes of the Transportation, Infrastructure and Innovation Subcommittee Meeting on March 4, 2020" infrastructure
"Not Available" "Worldwide Flight Services, Inc. Facility Lease at Phoenix Sky Harbor International Airport" infrastructure
"Not Available" "Request to Issue Parking Management Services Request for Proposal and Extend Parking Management Services Contract" infrastructure
"Not Available" "Laveen South Mountain Transportation Study Update" infrastructure
"Not Available" "Scalloped Streets Assessment Update" infrastructure
"Not Available" "Jet Fuel Remediation and Technical Dispute Environmental Consulting Service" infrastructure
"Not Available" "Capitol/I-10 West Light Rail Extension and West Phoenix High Capacity Transit Updates" infrastructure
"Not Available" "Building Property Management Services Contract for Public Transit Department Office Building" infrastructure
"Not Available" "Parking Meter Program Update" infrastructure
"Not Available" "Amend City Code - Section 36-158, Schedule I, Local Speed Limits at Five Locations" infrastructure
"Not Available" "Fiscal Year 2020-21 Assessment for Water Industry Research and Partnerships" infrastructure
"Not Available" "Fiscal Year 2020-21 Assessments for the Arizona Municipal Water Users Association" infrastructure
6/3/2020 "Adoption of the Tentative 2020-21 Capital Funds Budget (Ordinance S-46700)" welfare
6/3/2020 "Adoption of the 2020-25 Capital Improvement Program (Resolution 21835)" welfare
6/3/2020 "Amend Ordinance S-46088 for Acquisition of Real Property for Street Improvement Project along Earll Drive from 50th Place to 52nd Street (Ordinance S-46677)" welfare
6/3/2020 "Public Hearing on the 2020-25 Capital Improvement" welfare
"Not Available" "Freeway Program Update" infrastructure
6/3/2020 "Warehouse and Threatened Building Grant - 324 W. Lynwood St. (Ordinance S-46696)" infrastructure
6/3/2020 "Response to Council Request: Public Participation in Virtual Meetings" welfare
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority, and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "ADD-ON - Laboratory Services On-Site Testing Agreement (Ordinance S-46646)" welfare
5/20/2020 "Refugee Assistance Program" welfare
5/19/2020 "City Services Plan" infrastructure
"Not Available" "Eight-Hour Rule Request for Consideration to Research an Ordinance Related to the Tourism and Hospitality Industry" economy
5/20/2020 "Emergency Declaration - Temporarily Extending Development Deadlines - Response to COVID-19" welfare
5/20/2020 "Mayor and Council Appointments to Boards and Commissions" government
5/20/2020 "Execute Contracts to Implement Small Business Relief Grant Programs (Ordinance S-46645)" economy
5/20/2020 "Request Authorization to Enter Into Contract with Arizona Community Action Association, DBA Wildfire, for COVID-19 Emergency Utility, Rent and Mortgage Assistance Services (Ordinance S-46644)" welfare
"Not Available" "(CONTINUED FROM MAY 6, 2020) - Water Remote Facilities General Construction - Job Order Contracting Services - 4108JOC173 (Ordinance S-46551)" infrastructure
5/20/2020 "Foreign-Trade Zone Application for SKU Distribution (Resolution 21830)" "foreign policy"
5/20/2020 "Foreign-Trade Subzone Expansion Application for Lucid Motors USA, Inc. (Resolution 21829)" "foreign policy"
5/20/2020 "Request Authorization to Accept Grant for Replacement Fence from Phoenix Police Foundation (Ordinance S-46643)" welfare
5/20/2020 "Request Authorization to Accept Grant for a Shade Structure from Phoenix Police Foundation (Ordinance S-46642)" welfare
5/20/2020 "Convening a Special Meeting of the City Council and Adoption of a Local Alternative Expenditure Limitation for Referral to Electors of the City of Phoenix (Resolution 21828)" government
5/20/2020 "Public Hearing Prior to Adopting the Local Alternative Expenditure Limitation for the Nov. 3, 2020 Ballot" infrastructure
5/20/2020 "Abandonment of Easement - ABND 190074 - North of Camelback Road and East of Phoenician Boulevard (Resolution 21827)" infrastructure
5/20/2020 "Phoenix Food Day and Healthfest Partnership with Junior League of Phoenix (Ordinance S-46641)" welfare
5/20/2020 "Civil Service Board Legal Services (Ordinance S-46640)" law
5/20/2020 "Purchase OilQuick Hydraulic Coupling System (Ordinance S-46639)" infrastructure
"Not Available" "Final Plat - The Phoenician Parcel F - 190117 - North of Camelback Road and East of Phoenician Boulevard" government
5/20/2020 "Final Plat - Sunset Farms Parcel 4 - 190013 - East of 107th Avenue and North of Broadway Road" environment
"Not Available" "Agreement with State of Arizona Department of Administration for 9-1-1 Program (Ordinance S-46638)" welfare
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application Z-66-19-2 - Southwest Corner of Cave Creek Dam Road and the Desert Peak Parkway Alignment (Ordinance G-6701)" infrastructure
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application Z-65-19-2 - Northeast Corner of 42nd Street and Peak View Road (Ordinance G-6700)" infrastructure
5/20/2020 "Intergovernmental Agreement with Gila River Indian Community for Processing Recyclable Materials (Ordinance S-46637)" infrastructure
"Not Available" "Abandonment of Right-of-Way - V190005A - 2650 N. 1st Ave. (Resolution 21826)" infrastructure
5/20/2020 "Amend City Code - Ordinance Adoption - Rezoning Application Z-SP-7-19-5 - Approximately 280 Feet West of the Northwest Corner of 41st Drive and Camelback Road (Ordinance G-6699)" infrastructure
"Not Available" "Gabriel, Roeder, Smith & Company" economy
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application Z-57-19-1 - Approximately 435 Feet North of the Northeast Corner of 29th Avenue and Dunlap Avenue (Ordinance G-6698)" infrastructure
"Not Available" "Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application PHO-1-19--Z-4-10-6 - Approximately 300 Feet East and 160 Feet South of the Southeast Corner of 31st Street and Camelback Road (Ordinance G-6702)" infrastructure
5/20/2020 "Public Hearing and Modification of Stipulation - Rezoning Application PHO-2-19--Z-41-94-6 - Southeast Corner of 31st Street and Camelback Road" welfare
5/20/2020 "Authorization to Enter Into Agreement with Itron, Inc. and Enroll in Arizona Public Service Peak Solutions Program (Ordinance S-46636)" economy
5/20/2020 "Mid-Size Mowers Lease and Blade/Preventative Maintenance - EXC 20-084 (Ordinance S-46635)" economy
5/20/2020 "Abandonment of Right-of-Way - ABND 190094 - 27701 and 27777 N. Black Canyon Highway (Resolution 21825)" infrastructure
5/20/2020 "Purchase WACHS Ruggedized Controller (Ordinance S-46634)" infrastructure
5/20/2020 "American Medical Response of Maricopa, LLC Contract for 9-1-1 System (Ordinance S-46633)" welfare
5/20/2020 "Street Transportation Department Environmental On-Call Consulting Services for Fiscal Years 2020-21 and 2021-22 (Ordinance S-46632)" infrastructure
5/20/2020 "Amendment to Lease with Arizona State Lottery at Phoenix Sky Harbor International Airport (Ordinance S-46631)" infrastructure
5/20/2020 "Remove/Replace Zoning District - 103rd Avenue and Southern Avenue - Annexation 495 (Ordinance G-6697)" infrastructure
5/20/2020 "Settlement of Claim(s) Antolin v. City of Phoenix" infrastructure
5/20/2020 "Ceramic Chute Liners Contract (Ordinance S-46630)" infrastructure
"Not Available" "GovInvest, Inc." economy
5/20/2020 "Global Music Rights, LLC" government
5/20/2020 "Amend Intergovernmental Agreement with Arizona Department of Transportation for Purchase of PM-10 Certified Street Sweepers (Ordinance S-46629)" infrastructure
5/20/2020 "Abandonment of Right-of-Way - V190008A - 99th Avenue, North of Indian School Road (Resolution 21824)" infrastructure
5/20/2020 "Clyde Armory, Inc." economy
5/20/2020 "Bender Associates Inc. Contract for Badging Printers (Ordinance S-46628)" government
5/20/2020 "Intergovernmental Agreement with Maricopa County for the Olive/Dunlap Avenue Adaptive Signal Control Technology Deployment Project (Ordinance S-46627)" infrastructure
5/20/2020 "Leeds Precision Instruments, Inc. doing business as Leeds Forensic Systems, Inc." law
